"","id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
"15620",12593389,"Modern, Central Park relaxation",10737943,"David","Manhattan","Upper West Side",40.7998,-73.96098,"Entire home/apt",120,30,18,"2018-09-30",0.47,10,189
"33569",26560159,"A sweet cozy one bedroom in Crown Heights Brooklyn",16782911,"Dena","Brooklyn","Prospect-Lefferts Gardens",40.66352,-73.94157,"Entire home/apt",100,5,8,"2019-06-03",0.69,1,57
"1946",851130,"Nice Furnished Short Term in NY",4444170,"Tiziana","Manhattan","Washington Heights",40.84764,-73.93875,"Shared room",100,1,31,"2018-10-08",0.4,1,364
"17630",13864221,"Live, Love, Stay in the Bronx!",3213737,"Vernise","Bronx","Allerton",40.86066,-73.85414,"Private room",50,1,8,"2018-11-12",0.23,1,280
"5180",3739712,"Rest your head-West Side Manhattan",2523466,"Samuel","Manhattan","Hell's Kitchen",40.76215,-73.99036,"Private room",125,3,133,"2019-06-26",2.25,1,9
"47815",35936418,"Sonder | 116 John | Polished Studio + Gym",219517861,"Sonder (NYC)","Manhattan","Financial District",40.7084,-74.00518,"Entire home/apt",699,29,0,"",NA,327,327
"29347",22510506,"Prívate room",165003654,"Rocio","Bronx","Norwood",40.87396,-73.87785,"Private room",26,30,24,"2019-01-15",1.39,1,303
"20736",16430924,"Pacific Street Gem!!!",39834676,"Nette","Brooklyn","Crown Heights",40.67756,-73.94775,"Entire home/apt",137,3,5,"2019-02-23",0.19,1,266
"1263",541725,"Entire loft, best Williamsburg",1879389,"Christina","Brooklyn","Williamsburg",40.71872,-73.96042,"Entire home/apt",189,4,33,"2019-04-07",0.44,2,1
"47398",35713596,"Spacious 2 Bed, 2 Bath in Vibrant East Village",268634598,"James","Manhattan","East Village",40.72632,-73.9846,"Entire home/apt",325,5,1,"2019-06-27",1,1,163
"37459",29724480,"J-NEW ROOM*NEAR CASINO*AIRPORT*CAFE*DOORSTEP METRO",213208277,"Darry","Queens","South Ozone Park",40.6728,-73.79495,"Private room",59,4,2,"2019-05-17",0.33,8,365
"39649",30857450,"Cozy bedroom in Bed-Stuy area!",93520536,"Jessenia","Brooklyn","Bedford-Stuyvesant",40.68094,-73.9086,"Private room",60,3,9,"2019-06-29",1.43,1,20
"48706",36391615,"Hidden gem! Cozy home in heart of Lower East Side",70653354,"John","Manhattan","Lower East Side",40.72013,-73.98769,"Entire home/apt",235,1,0,"",NA,1,349
"47937",35995460,"Comfortable place to stay, downtown Manhattan, NYC",33205064,"Patrick","Manhattan","Financial District",40.70372,-74.01002,"Shared room",65,1,0,"",NA,1,357
"14290",11100541,"Garden Apartment in Carroll Gardens",48880382,"Samaa","Brooklyn","Carroll Gardens",40.6785,-73.99594,"Entire home/apt",180,4,37,"2019-07-01",0.91,1,185
"4072",2600199,"Williamsburg Dream loft",13314736,"Justin","Brooklyn","Williamsburg",40.70942,-73.94693,"Entire home/apt",100,20,7,"2018-09-29",0.21,1,327
"11965",9325979,"Gorgeous Loft in the LES/Chinatown!",48402458,"Mo","Manhattan","Chinatown",40.71377,-73.99311,"Entire home/apt",190,2,119,"2019-06-23",2.72,1,78
"21089",16725326,"UWS Historic Townhouse:  Renovated Kit. & Bath, 5A",106837455,"Lisa","Manhattan","Upper West Side",40.78339,-73.98168,"Entire home/apt",140,30,2,"2017-12-15",0.07,8,125
"25290",20224936,"Super Cute Studio in Heart of Greenpoint",35894876,"Kristin","Brooklyn","Greenpoint",40.72505,-73.94449,"Entire home/apt",99,1,114,"2019-06-20",4.97,1,255
"35796",28409473,"CoZy room with your own bathroom/entrance in UES!",109378554,"Adele","Manhattan","Upper East Side",40.77016,-73.95632,"Private room",149,2,32,"2019-06-12",3.21,1,75
"34092",27016768,"Luxury Studio 5 min to World Trade & BK Bridge",203268839,"Drea","Manhattan","Civic Center",40.71389,-74.00484,"Entire home/apt",199,3,35,"2019-06-07",2.96,1,255
"2569",1331960,"ARTSY & CONVENIENT in Williamsburg.",2671491,"Savannah","Brooklyn","Bedford-Stuyvesant",40.69811,-73.95557,"Entire home/apt",188,3,38,"2019-06-30",0.54,1,261
"2742",1479283,"Great Chelsea Location, Couch/2nd bed, Free WiFi",7245581,"Michael","Manhattan","Chelsea",40.75028,-73.99533,"Entire home/apt",96,115,45,"2019-03-15",0.63,19,210
"18335",14383299,"Beverly Hills Studio",88314380,"Stephen","Manhattan","Upper East Side",40.76242,-73.96058,"Entire home/apt",300,3,0,"",NA,1,179
"43711",33828501,"Upper East Two Bed w/ 3 Beds | Sleeps 6 | Near Q",255408641,"Jackson","Manhattan","Upper East Side",40.76996,-73.95771,"Entire home/apt",250,5,7,"2019-06-08",2.76,1,155
"48593",36322141,"Charming and Spacious Harlem Nest",54634154,"Qai","Manhattan","Harlem",40.8026,-73.95373,"Private room",75,3,0,"",NA,1,29
"46602",35341842,"2 Rooms in Brooklyn NY, 1 block from Subway!",63866600,"David","Brooklyn","Bay Ridge",40.63066,-74.03136,"Private room",80,1,5,"2019-07-06",4.69,3,361
"46684",35379899,"The Emerald Suite  (A Gem In A Historic Mansion)",7728754,"Malika","Brooklyn","Crown Heights",40.67575,-73.94299,"Entire home/apt",100,3,0,"",NA,4,278
"4841",3442067,"Spacious Studio in Luxury Building",17198795,"Julie","Manhattan","Upper East Side",40.78284,-73.94825,"Entire home/apt",255,2,1,"2015-09-28",0.02,1,341
"12056",9373167,"E.village Uber cool Ensuite room",3289567,"Campbell","Manhattan","East Village",40.72502,-73.97835,"Private room",110,2,2,"2018-04-26",0.06,2,188
"1459",652691,"COLUMBUS CIRCLE~100% FURNISHED W.58",1475015,"Mike","Manhattan","Upper West Side",40.76934,-73.98464,"Entire home/apt",95,30,1,"2012-11-01",0.01,52,365
"37657",29857392,"So Fresh & Clean whole apartment, Lower East Side!",61649970,"Chantelle","Manhattan","Lower East Side",40.71965,-73.98448,"Entire home/apt",250,1,24,"2019-06-21",3.17,2,280
"8943",6860656,"Your Cozy NYC Private Room Getaway!",15783878,"Steven","Manhattan","Harlem",40.82094,-73.95622,"Private room",185,2,14,"2019-06-15",0.33,1,155
"7260",5319785,"Charming 1-BR in Gramercy",5734689,"Eunice","Manhattan","Gramercy",40.73627,-73.9802,"Entire home/apt",159,2,13,"2019-06-16",0.25,1,10
"32478",25453535,"Contemporary 1BR in Midtown East by Sonder",12243051,"Sonder","Manhattan","Murray Hill",40.74386,-73.97327,"Entire home/apt",180,29,1,"2018-08-15",0.09,96,342
"3839",2319588,"Luxury Apartment in Manhattan's Financial District",11845040,"Alison","Manhattan","Financial District",40.70583,-74.00612,"Private room",130,7,0,"",NA,1,157
"41446",32239640,"Sonder | Stock Exchange | Tasteful 3BR + Kitchen",219517861,"Sonder (NYC)","Manhattan","Financial District",40.70632,-74.0116,"Entire home/apt",468,2,11,"2019-06-21",3,327,267
"46611",35344126,"Newly Renovated Apartment 47 Buffalo 3F Room#4",264732469,"Longfang","Brooklyn","Bedford-Stuyvesant",40.67838,-73.92349,"Private room",60,1,3,"2019-06-24",3,2,176
"53",14290,"* ORIGINAL BROOKLYN LOFT *",56104,"James","Brooklyn","Williamsburg",40.7042,-73.9356,"Entire home/apt",228,3,82,"2019-05-17",0.7,1,140
"5071",3641819,"Sunlight filled top floor refuge with roof deck",534776,"Shawna","Brooklyn","Prospect Heights",40.6786,-73.96694,"Entire home/apt",175,2,25,"2019-01-05",0.43,1,2
"31751",24756139,"Cool and cozy in Brooklyn",1805238,"Aleksandra","Brooklyn","Prospect-Lefferts Gardens",40.65517,-73.95827,"Private room",50,1,43,"2019-06-23",3.07,2,14
"39863",30974895,"Spacious shared room near L-train",10994664,"Alexander","Brooklyn","Bushwick",40.6915,-73.90623,"Shared room",32,30,0,"",NA,8,355
"26527",21110331,"Cherry Hill",141012332,"Jeremiah","Bronx","Mott Haven",40.80762,-73.92454,"Entire home/apt",115,2,100,"2019-06-23",4.76,1,130
"1494",671633,"REDUCED! Private Apt~Fun NYC area!",1709717,"Camille","Manhattan","Upper East Side",40.77382,-73.95088,"Entire home/apt",141,2,46,"2019-06-14",0.57,1,346
"24507",19714056,"Bright, spacious bedroom in comfy Brooklyn home",3013202,"Chelsea","Brooklyn","Bushwick",40.69997,-73.91666,"Private room",70,4,1,"2017-08-21",0.04,1,55
"28105",21934318,"Park Slope-Gowanus Boutique Queen Studio",159091490,"Melissa","Brooklyn","Gowanus",40.67704,-73.9846,"Private room",129,1,9,"2019-07-06",0.46,17,338
"20007",16014708,"One bedroom escape",104134325,"Chuck","Manhattan","Harlem",40.80313,-73.95027,"Entire home/apt",135,2,113,"2019-06-15",3.58,1,86
"34876",27652402,"**Excellent Private Room w/Comfy Bed**",38123545,"Daisy","Brooklyn","Bedford-Stuyvesant",40.6912,-73.9394,"Private room",52,2,25,"2019-06-24",2.31,2,328
"27897",21838658,"Private Room in Spacious Chelsea Loft",5111838,"John","Manhattan","Chelsea",40.74661,-73.99245,"Private room",99,7,19,"2019-05-10",1.02,1,11
"30792",23839200,"Friendly, unpretentious, close to the subway",178303634,"Gustavo","Brooklyn","South Slope",40.66501,-73.98992,"Private room",49,6,48,"2019-06-20",3.13,2,5
"43343",33592861,"Brand new private apartment 5 minutes from JFK!",46789694,"Tapashi","Queens","Springfield Gardens",40.66821,-73.75263,"Entire home/apt",50,1,16,"2019-06-30",6,2,304
"31812",24820939,"Boutique huge apartment for families with kids",1478535,"Tal","Manhattan","Upper West Side",40.78118,-73.98122,"Entire home/apt",550,7,0,"",NA,1,8
"40464",31362232,"Your dream 2BR/2BA home in Park Slope!",118971,"Evelyn","Brooklyn","South Slope",40.66743,-73.98963,"Entire home/apt",300,2,16,"2019-07-01",3.75,3,92
"1013",411525,"Beautiful Room + Private Balcony",1697784,"Jonathan","Brooklyn","Williamsburg",40.71472,-73.96225,"Private room",120,6,62,"2019-05-17",0.7,2,15
"40397",31315980,"Comfortable room Lower East Side. AC",17328806,"Michael","Manhattan","Lower East Side",40.7179,-73.98192,"Private room",90,2,8,"2019-06-17",2.55,1,324
"29371",22529877,"Cosy.",156505456,"John","Brooklyn","East New York",40.66254,-73.88896,"Private room",35,3,18,"2019-03-17",1.02,13,79
"45278",34648330,"2br Apartment 30min from Manhattan",260874869,"Rute","Queens","Ridgewood",40.70239,-73.90381,"Entire home/apt",87,20,0,"",NA,1,75
"6203",4538012,"Bright Harlem Home in New Building!",12879538,"Gregory","Manhattan","Harlem",40.82102,-73.94633,"Private room",85,1,21,"2018-01-01",0.38,2,343
"39965",31053208,"Boutique Brooklyn Loft",231959634,"Eleanor And Alex","Brooklyn","Bushwick",40.69488,-73.93115,"Private room",55,1,23,"2019-06-10",3.77,2,28
"43273",33554251,"seconds from subway, 30 min drive to city,solo tra",47504485,"Danny","Brooklyn","Bensonhurst",40.61225,-73.9815,"Private room",39,7,12,"2019-06-11",4.5,2,58
"44664",34340833,"SINGLE ROOM AVAILABLE IN JAMAICA NEAR JFK & LGA",259078758,"Moolchand","Queens","Hollis",40.71702,-73.76761,"Private room",50,1,5,"2019-06-30",3,3,89
"20342",16251345,"Sunny Cobble Hill 2 BR+ Cozy & Ecletic Brownstone",1468716,"Peggy","Brooklyn","Cobble Hill",40.68631,-73.99624,"Entire home/apt",700,4,3,"2019-04-17",0.24,1,89
"14182",10928250,"Modern Central Harlem Townhouse",7650414,"Keith","Manhattan","Harlem",40.80257,-73.94693,"Entire home/apt",399,5,9,"2018-08-29",0.25,2,12
"21211",16835493,"!!!Outpost Coliving . Flatbush. Cozy shared room",2092314,"Valentin","Brooklyn","Flatbush",40.64476,-73.96473,"Shared room",28,30,0,"",NA,7,365
"3063",1807106,"Stunning  Limestone  1 Bdrm Flat",9223085,"Danielle","Brooklyn","Crown Heights",40.67191,-73.93997,"Entire home/apt",135,3,190,"2019-06-25",2.77,1,267
"23613",19099537,"Modern, private, newly renovated 2 bd, open living",68233913,"Troy & Aki","Brooklyn","Bedford-Stuyvesant",40.6785,-73.91803,"Entire home/apt",100,3,107,"2019-06-23",4.31,1,77
"27953",21864747,"Affordable & Sunny Bungalow in Prime Williamsburg",57291936,"Rebecca","Brooklyn","Williamsburg",40.71568,-73.94415,"Private room",70,2,16,"2019-05-19",0.85,1,3
"25505",20407916,"Renovated 3 BED 2 BATH Williamsburg Townhouse APT",144602805,"Sung Ae","Brooklyn","Williamsburg",40.71041,-73.9663,"Entire home/apt",300,2,34,"2019-06-23",1.55,1,239
"43454",33660911,"Stylish Designer 3 Bedroom Apartment",61084210,"Nadine","Queens","Astoria",40.76222,-73.91861,"Entire home/apt",360,3,10,"2019-07-01",3.85,1,206
"12214",9464318,"Huge NYC 4BR Condo ByD'subwaySlp 12",48890727,"Ruth","Brooklyn","Carroll Gardens",40.67939,-73.99598,"Entire home/apt",525,4,11,"2018-10-09",0.28,1,159
"48737",36412880,"Massive Master Bedroom w Private Bathroom",3427758,"Phil","Manhattan","Harlem",40.81274,-73.94357,"Private room",110,3,0,"",NA,1,199
"41760",32469151,"Private patio, sunlight filled, gorgeous studio!",243931948,"Alli","Brooklyn","Williamsburg",40.71765,-73.96254,"Entire home/apt",179,2,2,"2019-05-26",0.47,1,2
"33805",26784269,"Brooklyn Retreat",37834029,"Thom & Moses","Brooklyn","Bedford-Stuyvesant",40.68393,-73.9553,"Private room",75,3,49,"2019-07-05",4.18,1,71
"1227",524111,"Convenient East Village Studio,",62508,"Leigh","Manhattan","East Village",40.72915,-73.98019,"Entire home/apt",118,3,141,"2019-06-24",1.66,1,13
"7505",5604005,"Make Yourself At Home NYC",3852579,"Merylin & David","Manhattan","Nolita",40.72092,-73.99386,"Entire home/apt",400,2,101,"2019-06-29",1.94,1,258
"48763",36421287,"Nice & Lovely room in LIC.5 stops to Times Square",203866020,"Karma","Queens","Sunnyside",40.73799,-73.92749,"Private room",60,1,0,"",NA,1,34
"27900",21839021,"Bushwick private 10 foot ceiling dwelling",131476075,"Lakisha","Brooklyn","Bushwick",40.68637,-73.91159,"Private room",53,2,19,"2019-01-02",1.03,8,177
"47851",35945859,"纽约的家",98455047,"Jessica","Queens","Bay Terrace",40.77415,-73.79218,"Entire home/apt",258,1,0,"",NA,1,362
"41990",32634839,"Sonder | Stock Exchange | Cozy Studio + Kitchen",219517861,"Sonder (NYC)","Manhattan","Financial District",40.70778,-74.01074,"Entire home/apt",205,2,8,"2019-06-16",2.64,327,327
"855",299699,"Sunny apartment  in Greenpoint",1557998,"Eliza","Brooklyn","Greenpoint",40.72582,-73.95843,"Entire home/apt",130,4,9,"2018-04-02",0.1,1,188
"31198",24227739,"NYC experience",43463232,"Carlos","Brooklyn","Bushwick",40.69355,-73.91829,"Private room",100,7,7,"2018-08-22",0.5,2,365
"39873",30980594,"A GEM IN NOHO",28720717,"Albert","Manhattan","East Village",40.72288,-73.98344,"Entire home/apt",350,3,2,"2019-05-20",0.38,2,342
"41600",32342541,"Room Nearby train station to Times Square NYC",242831353,"Blanca","Queens","Long Island City",40.75204,-73.9226,"Private room",30,3,14,"2019-06-29",3.41,1,77
"44753",34390308,"""In the Heights"" King Size Br w/shared baths.",27973267,"Gus","Manhattan","Washington Heights",40.8509,-73.93345,"Private room",75,1,9,"2019-07-02",5.19,5,84
"48091",36076594,"Beautiful Private Room in Sunny Greenpoint",94510125,"Nathalie","Brooklyn","Greenpoint",40.72923,-73.95693,"Private room",75,2,0,"",NA,1,73
"36335",28911848,"NYC Hideaway spacious Garden apartment",191085997,"Christopher","Bronx","Pelham Bay",40.85413,-73.83065,"Entire home/apt",125,2,7,"2019-06-30",0.99,3,301
"4963",3554285,"Entire Room Brooklyn NYC!!!",2120259,"Sue","Brooklyn","Crown Heights",40.66518,-73.95109,"Private room",45,4,37,"2019-06-24",0.64,4,281
"21623",17342599,"Stylish, Spacious room Express train to Midtown",5334697,"Shane","Manhattan","Washington Heights",40.84114,-73.93639,"Private room",69,5,33,"2019-07-02",1.17,3,1
"27095",21435076,"Charming Grand Central Two Bedroom (2F)",37487997,"Sean","Manhattan","Murray Hill",40.74866,-73.97755,"Entire home/apt",138,30,1,"2018-08-07",0.09,1,188
"42957",33362477,"Comfy 2 bedroom apartment in Manhattan",1692538,"Nuttamon","Manhattan","Washington Heights",40.85482,-73.93137,"Entire home/apt",174,1,6,"2019-06-09",1.88,5,324
"42608",33072230,"Sonder | Stock Exchange | Sleek 3BR + Laundry",219517861,"Sonder (NYC)","Manhattan","Financial District",40.70645,-74.01186,"Entire home/apt",520,2,6,"2019-06-16",2.43,327,262
"29669",22785118,"BED-STUY BEAUTY W/ Private Entry & Private Garden",126501524,"Jaran","Brooklyn","Bedford-Stuyvesant",40.68518,-73.94283,"Entire home/apt",125,2,61,"2019-06-30",3.47,3,250
"6174",4516766,"Large, Luxury Bedroom nr JMZ subway",3388950,"Amaya","Brooklyn","Bedford-Stuyvesant",40.69414,-73.93467,"Private room",68,5,81,"2019-06-07",1.47,6,83
"25077",20082404,"Charming room in mid-century comfort and quiet.",4391397,"Eva","Brooklyn","Windsor Terrace",40.65814,-73.98495,"Private room",65,1,35,"2019-07-01",1.57,2,130
"36749",29210994,"Orange Rm, 4bd rm Home Medical & Professional ONLY",214611101,"Myra","Brooklyn","Kensington",40.63765,-73.97711,"Private room",45,30,2,"2019-02-28",0.26,4,42
"47501",35770530,"Spacious, Luxury Duplex with Outside Deck",37888781,"Fran","Brooklyn","Bedford-Stuyvesant",40.67884,-73.92611,"Entire home/apt",195,2,1,"2019-06-17",1,1,71
"21356",17013623,"Cute one bedroom apt. in Greenpoint, Brooklyn.",114071959,"Greg","Brooklyn","Greenpoint",40.72556,-73.94368,"Private room",59,3,64,"2019-06-10",2.24,1,162
"12104",9404068,"Doorman Swimming Pool Gym Modern Furnished!5208",16098958,"Jeremy & Laura","Manhattan","Upper West Side",40.79285,-73.967,"Entire home/apt",175,30,7,"2019-06-24",0.18,96,280
"48195",36133997,"Refreshing apt in the heart of downtown",8415945,"Dennis","Manhattan","Greenwich Village",40.72968,-74.00195,"Entire home/apt",157,3,1,"2019-06-28",1,1,169
"1089",456526,"Central Harlem Comfy Bedroom with Private Bath",2270183,"Kaye","Manhattan","Harlem",40.81713,-73.94217,"Private room",75,3,36,"2019-06-23",1.76,1,47
"47530",35793784,"Sonder | 116 John | Tasteful 2BR + Gym",219517861,"Sonder (NYC)","Manhattan","Financial District",40.70833,-74.00497,"Entire home/apt",270,29,0,"",NA,327,350
"47655",35847458,"Spacious, cozy and bright bedroom in Sunset Park",39259484,"Clarissa","Brooklyn","Sunset Park",40.64458,-74.02001,"Private room",50,2,0,"",NA,1,20
"19463",15528972,"2 Bedroom in Upper West right next to Central Park",99865195,"Sam","Manhattan","Upper West Side",40.79772,-73.96213,"Entire home/apt",335,4,59,"2019-05-12",1.89,1,263
"44956",34483436,"Steps to Fifth Avenue Shopping Area",260425153,"Park Lane","Manhattan","Midtown",40.76459,-73.97416,"Private room",425,1,1,"2019-06-15",1,14,357
"4961",3553768,"Serene, minimalist studio W Village",17891677,"Arianna","Manhattan","West Village",40.73496,-74.00005,"Entire home/apt",200,5,64,"2019-06-24",1.09,1,329
"31987",24967000,"Gorgeous apartment with access to all #2",175116422,"Karilyn","Staten Island","Grant City",40.57856,-74.1107,"Entire home/apt",72,3,11,"2019-03-24",1.05,3,333
"45551",34819514,"Comfortable double room with balcony(舒适双人房带阳台)",257683179,"H Ai","Queens","Flushing",40.76153,-73.80726,"Private room",55,1,0,"",NA,6,62
"27642",21728589,"Cozy private apartment in the heart of Bed-Stuy.",158219768,"Lorraine","Brooklyn","Bedford-Stuyvesant",40.68476,-73.92961,"Entire home/apt",100,2,73,"2019-07-02",3.72,1,140
"40607",31490386,"Rustic, Private One-Bedroom Apartment in Brooklyn!",31883163,"Bri","Brooklyn","Greenpoint",40.73203,-73.95126,"Entire home/apt",95,1,22,"2019-07-06",3.71,1,22
"45522",34809828,"Cuarto con ambiente Familiar solo adultos",262436389,"Edmea Valeria","Queens","Maspeth",40.73453,-73.89477,"Private room",50,1,4,"2019-07-02",3.64,1,219
"5889",4293935,"Beautiful  brownstone room",1141935,"Ana","Brooklyn","Crown Heights",40.67391,-73.9472,"Private room",99,1,74,"2019-06-09",1.34,3,290
"45679",34902183,"Calming & Bright 1 BR Apt in Upper West Side",263054681,"Carmen","Manhattan","Harlem",40.81982,-73.94481,"Entire home/apt",93,30,0,"",NA,1,325
"4906",3512620,"Garden Floor Duplex with patio",617127,"Amy","Brooklyn","Crown Heights",40.67619,-73.94389,"Entire home/apt",135,5,53,"2019-06-24",0.9,1,191
"8445",6484983,"Master bedroom + private bathroom",3499548,"Costanza","Manhattan","Hell's Kitchen",40.7644,-73.99338,"Private room",130,3,14,"2019-05-28",0.63,1,293
"46315",35193203,"Entire Apartment in Bushwick w/ Private Backyard",264514482,"Mathieu","Brooklyn","Bushwick",40.7005,-73.92412,"Entire home/apt",100,4,0,"",NA,1,5
"9289",7094112,"Stuyvesant, East Village",12749467,"Naomi","Manhattan","East Village",40.73022,-73.98893,"Entire home/apt",198,30,5,"2019-01-08",0.11,1,301
"22608",18287772,"☆☆☆Extravagant Couple's Escape☆☆☆",126168966,"Alex","Manhattan","Hell's Kitchen",40.76606,-73.99077,"Private room",99,1,155,"2019-07-01",5.74,3,179
"35273",27966667,"Comfortable Carroll Gardens 2 BR Amazing Location",211022699,"David","Brooklyn","Carroll Gardens",40.6798,-73.99272,"Entire home/apt",200,2,7,"2019-07-06",0.9,1,45
"42868",33279214,"Corner Room in Midtown Manhattan | Outdoor Terrace + Fitness Center",239660813,"Yotel","Manhattan","Hell's Kitchen",40.75842,-73.99609,"Private room",197,1,1,"2019-05-17",0.57,10,342
"20114",16107664,"Cozy loft in Chelsea",40744019,"Alex","Manhattan","Chelsea",40.74694,-73.99728,"Entire home/apt",181,1,158,"2019-06-23",5.08,1,173
"2566",1330753,"Garden, Private Deck, Williamsburg apartment",2014720,"Amy","Brooklyn","Williamsburg",40.71276,-73.95022,"Entire home/apt",95,25,11,"2017-07-31",0.15,1,168
"31951",24939648,"Cozy, warm and Clean Stay in Flushing!",177156643,"Dalila","Queens","Flushing",40.76991,-73.8265,"Private room",50,3,24,"2019-06-09",1.73,1,153
"10165",7789850,"Huge Room with Private Backyard - 25% OFF",1418015,"Reuben","Brooklyn","Crown Heights",40.67839,-73.95434,"Private room",80,2,158,"2019-06-30",3.47,4,204
"16969",13494532,"*Cozy apt Manhattan,Near Central Park !*",77355562,"Anna","Manhattan","Upper East Side",40.77081,-73.95216,"Private room",90,1,65,"2019-06-30",1.76,1,338
"44322",34175216,"Beautiful room in Manhattan",245886857,"Djily","Manhattan","Harlem",40.81312,-73.94215,"Private room",70,5,0,"",NA,2,364
"20814",16487077,"East 29th Street, Luxury 1bd",22541573,"Ken","Manhattan","Midtown",40.74593,-73.98687,"Entire home/apt",200,30,0,"",NA,87,365
"20131",16123133,"Sun dappled 2 bedroom brownstone apt on FG park!",1628075,"Zoe","Brooklyn","Fort Greene",40.69015,-73.97264,"Entire home/apt",265,31,33,"2018-11-17",1.2,1,281
"41091",31953973,"Luxury 1 Bedroom -Midtown/Times Square/Centralpark",37412692,"Kim","Manhattan","Midtown",40.76467,-73.98277,"Entire home/apt",115,30,0,"",NA,4,362
"16162",13046279,"Cozy  2 bedroom apt in Manhattan",364558,"Khatia","Manhattan","Washington Heights",40.83805,-73.94307,"Entire home/apt",150,2,17,"2019-07-02",0.45,1,15
"14432",11321187,"Entire 1Br Apt on UES",59215698,"Daniela","Manhattan","Upper East Side",40.76796,-73.95205,"Entire home/apt",130,1,21,"2019-07-07",0.56,2,53
"20672",16405036,"AMAZING LOCATION - Heart of CHELSEA / Manhattan",3894843,"Ania","Manhattan","Chelsea",40.74182,-73.99904,"Private room",95,1,75,"2019-06-23",3.95,1,19
"3798",2285440,"Large Rooms with Bar and PullOut Prime Greenpoint",11675390,"Peter","Brooklyn","Greenpoint",40.73052,-73.95568,"Private room",91,4,106,"2019-06-03",2.82,1,113
"37304",29629465,"Williamsburg own",37040186,"William","Brooklyn","Williamsburg",40.70308,-73.94893,"Entire home/apt",250,1,1,"2018-12-30",0.16,1,178
"25667",20553283,"Medical Student Room A : Brooklyn Hospitals",146776990,"Rosemarie","Brooklyn","East Flatbush",40.65286,-73.93209,"Private room",35,30,3,"2018-05-26",0.16,4,342
"21006",16636214,"Private basement bedroom with queen bed",109908957,"Natalia & Gustavo","Brooklyn","East Flatbush",40.64798,-73.94492,"Private room",50,7,7,"2019-05-18",0.23,2,348
"29854",22978028,"Spacious garden-level 1BR in Bed Stuy brownstone",10268766,"Shirley","Brooklyn","Bedford-Stuyvesant",40.68156,-73.93722,"Entire home/apt",140,4,19,"2019-06-20",1.32,1,76
"18997",15086862,"Beautiful sunlight room in the heart of Bushwick!",2801522,"Alina","Brooklyn","Bushwick",40.69935,-73.91332,"Private room",41,4,4,"2018-01-02",0.16,1,189
"48584",36319687,"Amazing and  very large bedroom",167092099,"Gili","Manhattan","Upper East Side",40.76887,-73.95894,"Entire home/apt",188,1,0,"",NA,1,179
"19798",15854548,"Great Brooklyn location next to subway and cafes",1939376,"Audrey","Brooklyn","Clinton Hill",40.68866,-73.96147,"Private room",48,20,24,"2019-05-01",0.78,1,304
"9633",7399036,"Amazing apartment available for a year to rent!",38706510,"Sarah","Manhattan","Upper West Side",40.78015,-73.97875,"Entire home/apt",120,30,2,"2017-09-28",0.08,1,200
"14964",11905096,"Cozy Modern Luxury with Full Balcony",63506844,"Andre","Brooklyn","Flatbush",40.63397,-73.9654,"Entire home/apt",119,3,121,"2019-07-08",3.38,1,280
"25244",20194665,"20min To Times Square, 10min LGA",139867352,"Oscar","Queens","Ditmars Steinway",40.78088,-73.90819,"Private room",39,1,178,"2019-06-22",7.57,2,327
"41251",32102888,"Stunning duplex, perfect location",12236516,"Trevor","Brooklyn","Prospect Heights",40.67743,-73.97202,"Entire home/apt",175,30,0,"",NA,1,300
"48851",36455584,"Large studio at Union Square! for 3-5 ppl",50812891,"Molo","Manhattan","East Village",40.73231,-73.98689,"Entire home/apt",159,1,0,"",NA,1,166
"3229",1929041,"BEST PRICE - WILLIAMSBURG 1 ROOM",9265204,"Gianni","Brooklyn","Williamsburg",40.70576,-73.94827,"Private room",100,1,1,"2015-09-06",0.02,2,44
"4295",2858010,"☀️Sunny Central Park North☀️",14611970,"Chad","Manhattan","Harlem",40.80005,-73.95212,"Private room",111,3,104,"2019-06-23",1.65,1,317
"46109",35082713,"The Glamper Van",10407935,"Meng","Manhattan","SoHo",40.72765,-74.00213,"Entire home/apt",89,1,6,"2019-06-30",4.74,8,70
"28928",22292535,"Söderläge - Spacious Queen bedroom in Williamsburg",13262918,"Glenn","Brooklyn","Williamsburg",40.71153,-73.95743,"Private room",85,1,13,"2019-04-27",0.73,3,11
"31660",24670846,"Brooklyn Home By The Pier",186362905,"Karen","Brooklyn","Canarsie",40.63125,-73.88925,"Entire home/apt",91,1,28,"2019-06-30",2.01,1,172
"39125",30532068,"Astorias spacious room in a historical mansion!!",229104353,"Abram","Queens","Astoria",40.77606,-73.92804,"Private room",91,2,0,"",NA,2,341
"34028",26949336,"Luxury loft 2bed 2bath Mulberry st",176971425,"Laura","Manhattan","Little Italy",40.71765,-73.99798,"Private room",140,31,0,"",NA,1,83
"141",32100,"Modern Greenpoint, Brooklyn Apt",138579,"Ali+Scott","Brooklyn","Greenpoint",40.73409,-73.95348,"Entire home/apt",250,29,3,"2017-07-30",0.03,1,34
"4907",3513303,"CHEAP BIG room in Williamsburg",4904811,"Megan","Brooklyn","Williamsburg",40.70848,-73.95323,"Private room",90,3,230,"2019-06-16",3.79,1,125
