"id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
19803208,"Spacious & Spectacular",9020323,"Andrea","Brooklyn","Bedford-Stuyvesant",40.67921,-73.94283,"Private room",110,3,20,"2019-07-05",0.89,1,173
17457491,"Great Loft space in the Heart of Bushwick",118199454,"Michael","Brooklyn","Bushwick",40.6975,-73.92998,"Private room",70,4,15,"2019-06-16",1.05,1,35
27014758,"Private Room",34883773,"Cansu","Brooklyn","Bedford-Stuyvesant",40.68944,-73.95089,"Private room",50,7,1,"2018-11-10",0.12,1,0
12973927,"Private bedroom in Brooklyn.",15246785,"Tiago And Renata","Brooklyn","Bedford-Stuyvesant",40.7001,-73.94326,"Private room",65,4,36,"2019-07-01",0.96,1,80
25806562,"Private room by Prospect Park - 25min to Manhattan",132497591,"Herick","Brooklyn","Flatbush",40.64924,-73.95292,"Private room",50,4,2,"2019-06-21",0.27,1,27
8086028,"Nicely furnished one bedroom apt",42701501,"Ersellia","Brooklyn","Greenpoint",40.72218,-73.93894,"Entire home/apt",140,4,18,"2019-07-04",0.39,1,30
6269646,"近地铁及市中心,交通方便,干净,明亮,到曼哈頓只要30分鐘",25915648,"正川","Queens","Flushing",40.75532,-73.8206,"Private room",41,2,151,"2019-05-12",3.09,2,0
14854013,"1 Bedroom apartment in Woodside, NY",20616761,"Eliana","Queens","Sunnyside",40.74473,-73.91334,"Entire home/apt",150,2,51,"2019-06-09",1.48,1,329
14949281,"The best deal, really close to Times Square",91445933,"Adam","Manhattan","Theater District",40.75863,-73.98812,"Private room",40,1,163,"2019-06-19",4.75,1,102
14406826,"Cozy , Comfortable Accommodations!",88593699,"Stacey-Ann","Brooklyn","Bedford-Stuyvesant",40.67984,-73.91151,"Private room",80,1,15,"2017-01-24",0.42,1,189
14357487,"Brooklyn Brownstone Oasis",48489969,"Madelyn","Brooklyn","Bedford-Stuyvesant",40.68796,-73.91991,"Private room",45,2,24,"2019-06-09",0.68,1,5
31713858,"Long Island City Apt with a Terrace",237880163,"Sandeep","Queens","Sunnyside",40.7379,-73.92911,"Private room",85,1,21,"2019-07-02",4.92,1,80
32676112,"Margarita's Room # 2 A unos minutos del JFK y LGA",214738765,"Lucio","Queens","Richmond Hill",40.69433,-73.83114,"Private room",58,1,16,"2019-06-30",4.44,3,129
35160490,"Closed to any kind of restaurant, mall",264798401,"Kristina","Queens","Rego Park",40.73213,-73.85717,"Private room",90,7,1,"2019-06-22",1,1,365
4129992,"Country in the City",20169986,"Victoria","Brooklyn","Flatbush",40.63146,-73.96486,"Entire home/apt",85,3,12,"2018-09-21",0.21,1,97
13169181,"LARGE BEDROOM AND PRIVATE BATHROOM ..ASTORIA!",5430458,"Christian","Queens","Astoria",40.76672,-73.92769,"Private room",95,4,45,"2019-07-04",1.19,1,93
9919042,"East Village Two Bedroom",50997070,"Panayiota","Manhattan","East Village",40.72964,-73.98095,"Entire home/apt",380,1,0,"",NA,1,0
16289576,"Best Location on the Upper West Side! - Part II",10795846,"Sasha","Manhattan","Upper West Side",40.7892,-73.9734,"Private room",80,1,47,"2019-06-23",1.5,2,0
32678726,"Steps away from the Heart of the Theater District!",244361589,"Row NYC","Manhattan","Theater District",40.75925,-73.98767,"Private room",100,1,1,"2019-05-04",0.45,9,299
14463527,"Sunny Room in Greenpoint.",52040778,"Sally","Brooklyn","Greenpoint",40.72408,-73.93952,"Private room",50,25,0,"",NA,1,5
31053208,"Boutique Brooklyn Loft",231959634,"Eleanor And Alex","Brooklyn","Bushwick",40.69488,-73.93115,"Private room",55,1,23,"2019-06-10",3.77,2,28
31309714,"COSY BEDROOM in CITY CENTER",234338206,"Arkadiy","Manhattan","Hell's Kitchen",40.76499,-73.99267,"Private room",140,1,9,"2019-06-30",1.7,2,0
15781214,"Large Cozy Bedroom in Manhattan",102072740,"Lindsay","Manhattan","Washington Heights",40.83837,-73.94224,"Private room",75,1,2,"2018-05-23",0.06,1,0
7002139,"Must Love Dogs / Bushwick Brooklyn",2720363,"Ange","Brooklyn","Bushwick",40.68802,-73.91474,"Private room",125,2,4,"2019-06-01",0.19,1,310
16241319,"Spacious Brooklyn 2BR house (with cat & parking!)",24418469,"Kirsten","Brooklyn","East Flatbush",40.64625,-73.95048,"Entire home/apt",200,3,6,"2019-01-01",0.2,1,0
1758391,"Sunny Room, Only 1 Block to Subway!",9234456,"Angelo","Brooklyn","Bedford-Stuyvesant",40.69696,-73.93577,"Private room",80,3,112,"2018-01-01",1.61,2,0
20812956,"Chic 1 Bedroom with Empire State Views in NYC",27601846,"Kristin","Manhattan","Harlem",40.80344,-73.95513,"Entire home/apt",183,2,3,"2017-09-15",0.13,1,37
2440173,"Theater District Studio (Sleeps 4)",3948178,"Redi","Manhattan","Hell's Kitchen",40.76453,-73.99515,"Entire home/apt",123,2,8,"2017-03-13",0.13,1,0
34306554,"Amazing room in heart of East Village",33036193,"Clara","Manhattan","East Village",40.72693,-73.98374,"Private room",100,3,0,"",NA,2,52
7664066,"Cheerful Private Bedroom 5min to F & N Trains",17466612,"Tanya","Brooklyn","Bensonhurst",40.6089,-73.97866,"Private room",43,2,22,"2018-10-09",0.54,2,0
2057595,"Great location in the East Village",10535464,"Steve","Manhattan","East Village",40.72829,-73.98907,"Private room",69,13,42,"2019-05-25",0.62,1,84
5046190,"Cozy Room available in UES Apt",22776830,"Ella","Manhattan","Upper East Side",40.77209,-73.95083,"Private room",80,1,0,"",NA,1,0
30592244,"The NYC Quick Stay- Flexible Check-In",228263278,"475","Manhattan","Harlem",40.82565,-73.94815,"Private room",95,2,5,"2019-06-05",0.79,4,178
29393117,"Massive Art Loft - Best Manhattan Location Ever!",220574429,"Juliana","Manhattan","Midtown",40.74549,-73.99066,"Entire home/apt",670,25,0,"",NA,3,305
31556307,"G/F Woodside room mins to LaGuardia Airport",137358866,"Kazuya","Queens","Woodside",40.74424,-73.90146,"Private room",49,30,0,"",NA,103,247
34338806,"Sunny, convenient and comfortable!",18270302,"Ameera","Manhattan","Upper East Side",40.77633,-73.95266,"Private room",94,4,2,"2019-06-10",1.3,2,77
27385,"Great Large 1 BR apt  in East Village!",72062,"Bruce","Manhattan","East Village",40.72555,-73.97965,"Entire home/apt",225,1,115,"2019-06-07",1.05,4,299
35003827,"Spacious Room in the heart of Manhattan",263712096,"Nacho","Manhattan","Murray Hill",40.74833,-73.98162,"Private room",150,1,2,"2019-06-26",2,3,73
31208865,"Big studio across the street from Prospect Park",52964447,"Mariel","Brooklyn","Prospect-Lefferts Gardens",40.66042,-73.96129,"Entire home/apt",70,2,7,"2019-06-30",1.28,1,29
19212489,"Authentic private  room. Just 25 min to Manhattan!",133785513,"Alena","Brooklyn","Bedford-Stuyvesant",40.69485,-73.93794,"Private room",87,1,141,"2019-07-01",5.58,4,73
4206034,"Clean and Huge Studio in Safe Area",18382740,"Takao & Aiko","Staten Island","Tompkinsville",40.63481,-74.09591,"Entire home/apt",99,7,35,"2019-05-30",0.61,1,326
30694839,"Brand new beautiful apartment in Williamsburg!",17665952,"Bree","Brooklyn","Williamsburg",40.70973,-73.95811,"Private room",75,7,2,"2019-05-19",0.28,1,0
21811663,"Private Cozy Studio Suite",15544818,"Janice","Bronx","Pelham Gardens",40.86264,-73.84854,"Entire home/apt",62,2,61,"2019-06-25",3.22,1,68
13640690,"Studio Apartment Near Central Park/Hell's Kitchen",34915405,"Joshua","Manhattan","Hell's Kitchen",40.76751,-73.98483,"Entire home/apt",134,1,24,"2017-07-01",0.65,1,0
19174707,"THE Space",87553853,"Titus","Brooklyn","East Flatbush",40.65203,-73.93317,"Private room",200,1,2,"2019-03-31",0.08,1,178
32918029,"Comfy Room III",197516314,"Genny","Staten Island","Port Richmond",40.63517,-74.13352,"Private room",52,1,3,"2019-06-28",0.93,3,365
14255485,"Entire One Bedroom Apartment In Historic District",5682956,"Maria","Bronx","Highbridge",40.84277,-73.92588,"Entire home/apt",76,7,40,"2019-05-27",1.15,1,34
31072227,"Private Bedroom in Chinatown/LES",16285179,"Carolina","Manhattan","Two Bridges",40.71302,-73.99405,"Private room",85,1,6,"2019-06-09",1.67,2,42
17029482,"Very Spacious One Bedroom Apt in Private Townhouse",9772108,"Demettre","Manhattan","West Village",40.73452,-74.00825,"Entire home/apt",215,2,28,"2018-05-04",1,1,0
15057784,"Furnished Battery Park Apartment",80603103,"Gary","Manhattan","Battery Park City",40.70707,-74.01702,"Entire home/apt",105,30,0,"",NA,1,0
8721348,"Midcentury Modern Duplex 3BR/2BA in Times Square",45774138,"Jeff & Stephanie","Manhattan","Hell's Kitchen",40.76302,-73.98833,"Entire home/apt",500,3,55,"2019-06-24",1.23,1,46
32214585,"Bronx Comfort",98868828,"Natasha","Bronx","Edenwald",40.89156,-73.84197,"Private room",65,1,0,"",NA,1,89
30941744,"Simple studio",76388052,"Xochilth","Manhattan","Harlem",40.82211,-73.93887,"Entire home/apt",85,4,0,"",NA,1,3
27636227,"Astoria Artist Abode",20267436,"Joe","Queens","Ditmars Steinway",40.77516,-73.90558,"Private room",125,1,0,"",NA,1,363
28289954,"NewPlace 4",187908645,"Jimmy","Queens","Flushing",40.75778,-73.83353,"Private room",70,1,7,"2019-05-04",0.7,4,347
14041447,"Cosy Crown Heights Home Away From Home",84141923,"Marisha","Brooklyn","Crown Heights",40.66856,-73.93929,"Private room",50,3,45,"2019-02-18",1.31,2,0
36380964,"Cozy bedroom in East Village apt!",271590063,"Mariel","Manhattan","Stuyvesant Town",40.7338,-73.97972,"Private room",70,1,0,"",NA,1,270
21824124,"Boutique Gowanus Queen Studio",159091490,"Melissa","Brooklyn","Gowanus",40.6786,-73.98381,"Private room",139,1,82,"2019-07-07",4.16,17,355
29611037,"1 bedroom apartment across the Central Park",40997229,"Ana","Manhattan","Upper West Side",40.79487,-73.96304,"Private room",160,3,3,"2019-04-15",0.38,1,5
35117050,"Room for rent. WiFi included. Near shopping center",84260385,"Samantha","Queens","Corona",40.73505,-73.86144,"Private room",70,1,0,"",NA,1,179
16156753,"Quiet Bedroom with Own bathroom Near City",105455587,"Lisa","Queens","Forest Hills",40.71746,-73.85667,"Private room",60,1,0,"",NA,1,0
401579,"ECO-APT, free YOGA, 2 new bedrooms. Best location!",462379,"Loretta","Brooklyn","Carroll Gardens",40.67939,-73.99398,"Entire home/apt",298,30,131,"2019-06-23",1.84,2,296
17497948,"1 bedroom apt in 2 bridges/Chinatown",8381084,"Pierre","Manhattan","Civic Center",40.71264,-73.99893,"Entire home/apt",80,2,12,"2019-03-15",0.43,2,8
1635672,"Cute studio apt in West Village",8687489,"Adam","Manhattan","West Village",40.7338,-74.00328,"Entire home/apt",150,7,40,"2017-11-25",0.57,1,0
8973075,"Large Private Room, great location!",8595112,"Adrien","Manhattan","Midtown",40.75531,-73.97147,"Private room",140,1,13,"2016-05-17",0.29,2,0
27016931,"Bronx Apartment-> BRAND NEW BUILDING-BUILT IN 2010",203266238,"Steve","Bronx","Morris Park",40.85322,-73.85144,"Private room",75,5,6,"2019-03-31",0.55,5,29
34550196,"Cozy Home in Safe Neighborhood Near Times Square",157208948,"Jane","Manhattan","Hell's Kitchen",40.76761,-73.99208,"Entire home/apt",310,2,5,"2019-06-23",3.13,1,101
53196,"Big Room/Washer-Dryer/Wifi/AC/JMZ",247432,"Charlotte","Brooklyn","Bedford-Stuyvesant",40.69546,-73.93503,"Private room",80,2,11,"2017-11-13",0.48,1,0
15066466,"★ Unreal Loft w/ Huge Private Roofdeck ★",83909332,"David","Manhattan","Nolita",40.72222,-73.99545,"Entire home/apt",225,2,15,"2017-05-07",0.44,1,0
23199948,"Empire State Studio",172506981,"Marlene","Manhattan","Midtown",40.74827,-73.98828,"Entire home/apt",150,3,27,"2019-07-06",1.79,1,320
373618,"Authentic designer loft/roof deck best Williamsbrg",1879389,"Christina","Brooklyn","Williamsburg",40.72212,-73.95696,"Private room",129,3,63,"2019-06-30",0.71,2,87
34999950,"Luxury studio in Manhattan",220400948,"Laura","Manhattan","Harlem",40.81508,-73.93742,"Entire home/apt",120,30,0,"",NA,1,0
1174944,"*Soho Duplex* with private rooftop",5189987,"Jorge","Manhattan","SoHo",40.7252,-74.00279,"Entire home/apt",190,4,25,"2017-01-03",0.34,1,0
15378960,"BayRidge Cozy house near subway & shopping",98297464,"Max","Brooklyn","Fort Hamilton",40.61937,-74.03132,"Entire home/apt",95,6,20,"2019-06-10",0.6,2,141
24412825,"Modern Super Clean Midtown Apt in the Heart of NYC",6451492,"Tom","Manhattan","Upper East Side",40.76129,-73.9652,"Entire home/apt",175,2,54,"2019-03-27",3.72,1,0
20651206,"Private bedroom in East Village",99791908,"Lera","Manhattan","East Village",40.72945,-73.98203,"Private room",75,1,3,"2018-05-26",0.21,2,0
6059556,"Beautifully renovated brownstone",1098902,"Amy","Brooklyn","Park Slope",40.66955,-73.98174,"Entire home/apt",480,3,0,"",NA,2,191
33515695,"Private Room near to Manhattan",29470566,"Lidu","Queens","Astoria",40.76799,-73.90995,"Private room",65,1,6,"2019-04-29",1.96,1,31
19907826,"Fun studio apartment in Washington Heights, NYC",29003640,"Cedric","Manhattan","Washington Heights",40.84851,-73.93207,"Entire home/apt",60,3,6,"2017-09-26",0.25,1,0
29700382,"Spacious Hell's Kitchen Studio, Amazing Location",24561601,"Morgan","Manhattan","Hell's Kitchen",40.76629,-73.98816,"Entire home/apt",132,2,10,"2019-05-26",1.25,1,3
36304897,"Cozy Sunnyside Apartment",214095681,"Pavel And Sarah","Queens","Sunnyside",40.74583,-73.92268,"Entire home/apt",74,15,0,"",NA,2,22
25521464,"NYC Beachfront Getaway",192594401,"Jackee","Queens","Arverne",40.58821,-73.79755,"Entire home/apt",325,3,21,"2019-06-23",1.59,1,299
30393414,"Grand UES 1BR w/ Doorman, Gym, + Roof deck by Blueground",107434423,"Blueground","Manhattan","Upper East Side",40.77506,-73.95678,"Entire home/apt",271,30,0,"",NA,232,240
26884438,"Awesome Private Room+ Laundry- Prime Williamsburg",141204841,"Ivy And Andrew","Brooklyn","Williamsburg",40.70978,-73.96424,"Private room",95,30,33,"2019-06-17",3.15,2,365
17118782,"Modern East Village Tenement (1 bedroom)",36383228,"Amanda","Manhattan","East Village",40.72576,-73.97908,"Entire home/apt",160,5,25,"2019-05-27",0.9,1,0
33523503,"Comfortable master room in Brooklyn close to train",251311623,"Vitória","Brooklyn","Bedford-Stuyvesant",40.67723,-73.91256,"Private room",58,2,6,"2019-06-01",2.47,5,213
8067561,"Private room with queen size bed.",19510122,"Frank","Brooklyn","Prospect-Lefferts Gardens",40.65603,-73.95798,"Private room",40,2,9,"2016-09-11",0.2,1,0
12450591,"2 bed, 2 bath near parks, subway",35079352,"Heidi","Manhattan","Upper West Side",40.7992,-73.97158,"Entire home/apt",500,5,3,"2018-06-29",0.09,1,44
25855717,"Stylish and Serene in Cobble Hill, Brooklyn",7810310,"Erika","Brooklyn","Cobble Hill",40.685,-73.99966,"Entire home/apt",100,2,11,"2018-10-07",0.91,1,0
29923182,"$250.",1611747,"Travis","Manhattan","Lower East Side",40.71341,-73.98981,"Entire home/apt",250,1,1,"2018-11-13",0.13,1,0
24078852,"ART apt: QUIET, charming, GEM in GREENWICH VILLAGE",181300842,"Mikaela","Manhattan","Greenwich Village",40.72925,-74.00042,"Entire home/apt",119,2,12,"2019-05-17",1.07,1,0
17880865,"Nurturing room in a 3 bedroom apt.",59654765,"Calia","Brooklyn","Crown Heights",40.67689,-73.95079,"Private room",30,3,3,"2017-04-19",0.11,1,0
14108870,"Warm and cozy in Brooklyn",1805238,"Aleksandra","Brooklyn","Prospect-Lefferts Gardens",40.65554,-73.958,"Private room",48,1,68,"2019-06-25",2.02,2,14
24234030,"UES 1 bedroom as if you appropriated it yourself!",39083533,"Charles","Manhattan","Upper East Side",40.77181,-73.9574,"Entire home/apt",222,2,0,"",NA,1,32
12220661,"Cute and comfy 1bedroom apartment",65217454,"Carla","Manhattan","Washington Heights",40.85264,-73.92976,"Entire home/apt",60,5,16,"2019-05-25",0.41,1,4
13219269,"Lovely, clean, and quiet - close to Prospect Park",7592287,"Emily","Brooklyn","East Flatbush",40.6531,-73.94965,"Private room",42,3,6,"2016-09-18",0.16,1,0
32285578,"Spacious NYC experience",242330603,"Nellie","Queens","Richmond Hill",40.67863,-73.82648,"Entire home/apt",129,180,0,"",NA,1,365
28195740,"Amazing Downtown Views",212898110,"Jeremy","Brooklyn","Gowanus",40.66712,-73.99215,"Entire home/apt",200,2,17,"2018-12-01",1.72,1,0
15497406,"Bluebird Luxury 1 BR Apartment Near Times Square!",95459395,"Bluebird","Manhattan","Hell's Kitchen",40.76173,-73.99937,"Entire home/apt",534,30,0,"",NA,18,365
16519154,"Sunny Modern Studio in Williamsburg",19480727,"Helen","Brooklyn","Williamsburg",40.71013,-73.96517,"Entire home/apt",175,5,6,"2019-05-24",0.21,1,0
1914590,"Nice clean large Bedroom in Astoria",6194487,"Rocio & James","Queens","Astoria",40.76425,-73.90489,"Private room",79,1,108,"2019-05-30",2.68,3,313
4978241,"CHARMING GARDEN APT IN TOWNHOUSE",271527,"Richard","Manhattan","Harlem",40.81007,-73.94007,"Entire home/apt",170,3,52,"2019-06-24",1,2,316
12356709,"Spacious 1 BR by Central Park!",52656626,"Cassandra","Manhattan","Upper West Side",40.79772,-73.9626,"Entire home/apt",120,3,11,"2017-08-17",0.32,1,0
21683921,"Cozy Master Suite, Sunny & Charming Loft w/ a View",3043800,"Sophie","Brooklyn","Williamsburg",40.71827,-73.94381,"Private room",90,3,0,"",NA,1,0
35515415,"COZY APT CLOSE TO LGA & JFK AND TRANSPORTATION",267193767,"Jenny","Queens","East Elmhurst",40.75558,-73.89316,"Entire home/apt",200,2,4,"2019-07-05",4,1,365
35682178,"Comfy King-size Bedroom in NYC",268135013,"Noel","Brooklyn","Bushwick",40.6944,-73.92531,"Private room",69,1,1,"2019-07-01",1,6,170
8063277,"Spacious 2 br in Williamsburg, BK",4671519,"Sue","Brooklyn","Williamsburg",40.71549,-73.94712,"Entire home/apt",155,31,8,"2018-05-31",0.17,1,331
4308798,"Upper East Side 1-Bedroom",16906759,"Karen","Manhattan","Upper East Side",40.77254,-73.96193,"Entire home/apt",100,2,58,"2019-06-11",1.02,1,9
30594607,"Cozy Apartment in Hell’s Kitchen",75998293,"Nicolas","Manhattan","Hell's Kitchen",40.76475,-73.98662,"Private room",160,8,1,"2019-05-07",0.48,1,64
6716199,"large private bedroom",31765814,"Yassine","Queens","Astoria",40.76561,-73.92056,"Private room",85,1,3,"2019-05-12",0.06,1,0
1461965,"Private Bedroom WITH a Living room!",7833913,"Gya","Brooklyn","Crown Heights",40.67471,-73.94571,"Private room",69,2,90,"2019-07-02",1.25,1,186
542054,"3RW - CARRIAGE HOUSE STUDIO OFF CTYD",2027013,"Adam","Manhattan","East Village",40.72855,-73.98265,"Entire home/apt",88,30,60,"2019-06-09",0.72,6,0
17764355,"@Ferry,Loft,2Bdrm/4bed.Private,Renovated/Stylish",1715301,"Mark","Staten Island","Tompkinsville",40.63568,-74.07826,"Entire home/apt",75,4,117,"2019-07-01",4.31,3,173
24635506,"Sunlit Large Bdrm heart of Astoria, 5min to Subway",171825960,"Radu","Queens","Ditmars Steinway",40.77826,-73.91805,"Private room",70,2,1,"2018-04-28",0.07,1,0
30999460,"Sweet digs of Windsor",274296,"Massimo","Brooklyn","Windsor Terrace",40.65554,-73.97932,"Entire home/apt",104,3,30,"2019-07-04",4.95,1,43
35406694,"Spacious Duplex - Straight ride from JFK",5541374,"Hassan And Patti","Brooklyn","Bushwick",40.68635,-73.91482,"Private room",195,4,0,"",NA,5,274
13562013,"Lincoln Center 1 Bedroom Apartment",26546007,"Francis","Manhattan","Upper West Side",40.7719,-73.99046,"Entire home/apt",300,1,0,"",NA,1,0
30948241,"Book NOW this New 3br Home with lots of space.",193626078,"Andy","Bronx","Belmont",40.85222,-73.89277,"Entire home/apt",299,1,10,"2019-06-28",1.52,3,322
13044996,"Large Sun-Lit 1 Br Apartment",60278094,"Keith","Brooklyn","Flatbush",40.64053,-73.95785,"Entire home/apt",100,2,21,"2017-07-21",0.55,1,0
13164373,"Spacious art deco 2 BR in Hudson Heights",473497,"Jennifer","Manhattan","Washington Heights",40.85487,-73.93509,"Entire home/apt",175,1,0,"",NA,1,0
31495625,"Sunny one-bedroom in Prospect Heights",17726859,"Liz","Brooklyn","Prospect Heights",40.681,-73.96827,"Private room",150,1,1,"2019-01-19",0.18,1,0
6541532,"Amazing UWS /Central Park West Location",33975302,"Kirsten","Manhattan","Upper West Side",40.79909,-73.9602,"Private room",90,1,185,"2019-07-07",3.71,1,60
20757599,"Manhattan view in Bushwick",80897490,"Steven","Brooklyn","Bedford-Stuyvesant",40.69099,-73.92657,"Private room",50,1,1,"2017-09-07",0.04,1,0
5790990,"Big Private Bedroom in Williamsburg Townhouse",8818661,"Jordan","Brooklyn","Williamsburg",40.71335,-73.9655,"Private room",70,3,16,"2018-08-27",0.49,1,0
10377445,"Beautiful High-Rise Studio Condo.",53412784,"Mark","Manhattan","Midtown",40.74357,-73.98466,"Private room",600,1,0,"",NA,1,0
32725374,"Bay Bungalow Bare-Minimum Occupancy",762610,"Christopher","Queens","Arverne",40.599,-73.79603,"Private room",35,3,11,"2019-06-05",2.73,2,54
30733035,"Bright serene 2-bedroom in Harlem",29245582,"Jennifer","Manhattan","Harlem",40.8114,-73.9431,"Entire home/apt",150,5,16,"2019-06-23",3.22,1,3
36071215,"An inspiring loft in Williamsburg",2206491,"Paola","Brooklyn","Williamsburg",40.71483,-73.95243,"Entire home/apt",110,5,0,"",NA,1,303
35288933,"HUGE LGBT Townhouse w KingBed & Backyard @Bushwick",135563904,"Michael","Queens","Ridgewood",40.70528,-73.90896,"Entire home/apt",350,1,7,"2019-07-01",7,3,64
34485747,"Midtown Manhattan  Room for up to 4 guests",261632622,"Royalton","Manhattan","Theater District",40.75623,-73.98356,"Private room",100,1,0,"",NA,9,311
3019237,"Carroll Gardens Row House, Brooklyn",7249524,"Kellie","Brooklyn","Gowanus",40.67729,-73.99164,"Entire home/apt",414,3,2,"2016-08-22",0.06,1,0
27854195,"Beautiful, sunny, private apartment",32935611,"Martha","Brooklyn","Sunset Park",40.64704,-74.00819,"Entire home/apt",119,4,23,"2019-06-11",2.61,1,31
26947508,"CLASSIC 1BR IN WEST 15TH STREET-CHELSEA",200380610,"Pranjal","Manhattan","Chelsea",40.74037,-74.00015,"Entire home/apt",210,30,0,"",NA,65,364
29754544,"Comfortable- JFK,LGA Best Value",223846870,"Shared Stay-JFK The Hugh Suite","Queens","Springfield Gardens",40.66102,-73.77035,"Private room",50,1,57,"2019-06-21",7.28,3,342
9093358,"2 bedroom apt on Upper East Side",8093077,"Annie","Manhattan","Upper East Side",40.76717,-73.95317,"Entire home/apt",250,2,3,"2016-07-30",0.07,1,0
32640768,"Heavenly Harlem Haven",123810965,"Carlton","Manhattan","Harlem",40.81072,-73.94236,"Private room",50,1,13,"2019-06-30",3.22,2,168
30469789,"Big bright apartment in hip neighborhood",21552055,"Shelley","Brooklyn","Greenpoint",40.72594,-73.94852,"Entire home/apt",150,1,4,"2019-02-17",0.59,2,0
14967790,"Master Bedroom,lots of natural and light furnished",94263025,"Derek","Brooklyn","Bushwick",40.68918,-73.91217,"Private room",60,1,11,"2018-02-18",0.57,2,0
19786915,"Spacious Clean Studio  Apartment",86892032,"Marian","Queens","Rosedale",40.65766,-73.72838,"Entire home/apt",60,1,57,"2019-07-08",2.41,1,336
28959608,"The Green Atelier of Park Slope",5085951,"Liz","Brooklyn","Park Slope",40.67702,-73.97907,"Private room",100,2,22,"2019-06-27",2.59,1,292
16267197,"Cozy Room - 17mins to Manhattan. Close to LGA, JFK",40711894,"Jessica","Queens","Elmhurst",40.74012,-73.88917,"Private room",53,1,9,"2018-09-09",0.29,4,0
929032,"Dumbo | Spacious private room w/ private bathroom",2420592,"Lucas","Brooklyn","Vinegar Hill",40.70163,-73.98208,"Private room",60,3,13,"2019-06-18",0.66,1,0
13155478,"One BR upper east, walk out to garden",68234238,"Kyle","Manhattan","Upper East Side",40.77626,-73.94693,"Private room",100,1,2,"2016-06-13",0.05,1,0
29851985,"Comfy King Bedroom Skyline View Close to Subway",20491372,"Di","Queens","Forest Hills",40.72784,-73.85109,"Private room",69,2,1,"2018-11-18",0.13,1,35
17906990,"Sunny, Beautiful, Upper East Side TRUE One Bedroom",23377863,"Kristen","Manhattan","Upper East Side",40.78056,-73.95182,"Entire home/apt",147,4,9,"2019-07-05",0.47,1,7
22303234,"Bright, spacious room in Williamsburg!",4421803,"Jen","Brooklyn","Williamsburg",40.71092,-73.94765,"Private room",60,4,0,"",NA,1,0
32884159,"Huge brooklyn duplex",238544255,"Kynara","Brooklyn","Bedford-Stuyvesant",40.68274,-73.91272,"Private room",45,1,5,"2019-06-01",1.28,1,37
20125722,"AG's Palace 4",121612198,"Maura","Brooklyn","Canarsie",40.6433,-73.91333,"Private room",89,1,2,"2018-10-07",0.16,4,359
22152785,"Spacious & Sophisticated in Chelsea",8456422,"Abee","Manhattan","Chelsea",40.74009,-73.99608,"Entire home/apt",625,2,10,"2018-12-27",0.59,1,0
18450009,"Welcoming, Plant-Filled Master BR in Clinton Hill",36457711,"Hannah","Brooklyn","Clinton Hill",40.6913,-73.96099,"Private room",50,2,3,"2018-05-13",0.12,2,0
8320129,"Cozy Studio Apt Upper East Side Near Hospitals",30283594,"Kara","Manhattan","Upper East Side",40.76137,-73.96042,"Entire home/apt",199,30,3,"2018-04-22",0.11,121,365
17277132,"BROOKLYN HEIGHTS Private Studio, 1 stop Manhattan!",5130754,"Patrick","Brooklyn","Brooklyn Heights",40.69343,-73.99611,"Entire home/apt",100,4,3,"2019-06-15",0.2,1,4
19767372,"One Bedroom in the middle of Astoria",139511753,"Brittani","Queens","Astoria",40.76531,-73.91155,"Entire home/apt",137,2,3,"2017-10-27",0.12,1,0
5385943,"Spacious Room in Awesome Apt Sublet",27919611,"Matthew","Manhattan","Washington Heights",40.83242,-73.93931,"Private room",28,20,0,"",NA,1,0
3683241,"Spacious 2 bedroom 1 bathroom BRKLY",18726889,"Suzanne","Brooklyn","Bushwick",40.68781,-73.91377,"Entire home/apt",150,4,2,"2014-08-21",0.03,1,0
4294969,"Welcome to my home",4473916,"Ross","Manhattan","Greenwich Village",40.73175,-73.99518,"Entire home/apt",450,1,1,"2015-01-03",0.02,1,0
850338,"Authentic Luxury Designed Loft",4440548,"Thomas","Brooklyn","Williamsburg",40.71427,-73.94671,"Entire home/apt",145,3,166,"2019-06-20",2.15,2,151
28978023,"Gallery Apartment with Parking in Heart of Astoria",137194766,"Maria","Queens","Ditmars Steinway",40.77145,-73.9125,"Entire home/apt",150,3,37,"2019-06-22",4.1,2,7
19265835,"Private Apt Renovated 2BR by Central Park & Cafés",1366844,"Ali","Manhattan","Harlem",40.80079,-73.95798,"Entire home/apt",135,3,71,"2019-06-09",3.52,1,9
7933896,"Huge Lower East Side 1 bedroom",8363605,"Jimmy","Manhattan","Two Bridges",40.71106,-73.99576,"Entire home/apt",122,1,0,"",NA,1,0
9367337,"HUGE Sundrenching Apartment Waiting Just For YOU!",48603884,"Katherine","Bronx","Parkchester",40.83735,-73.85997,"Entire home/apt",139,3,30,"2019-05-21",0.69,1,357
4460838,"The Elizabeth",14758012,"Stéphane","Manhattan","Nolita",40.72421,-73.99304,"Entire home/apt",195,3,66,"2018-04-15",1.24,1,0
21501507,".",156216145,"Lisa","Manhattan","Financial District",40.71018,-74.01325,"Entire home/apt",215,2,0,"",NA,1,0
